,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual
237,2013,74000.0,1,25.44,936,57.6,5.0,2.65,0,0,0,0,0,0,0,0,1,0,1,0,0,1
238,2015,56847.0,1,22.54,1396,88.73,5.0,7.2,0,0,0,0,0,0,1,0,0,0,1,0,0,1
239,2015,121374.0,1,12.99,2494,100.6,7.0,14.3,0,0,1,0,0,0,0,0,0,0,1,0,0,1
240,2013,52000.0,1,20.77,1248,88.76,7.0,6.9,0,1,0,0,0,0,0,0,0,0,1,0,0,1
241,2014,118000.0,1,12.8,2494,102.0,7.0,10.75,0,0,0,0,0,0,0,0,1,0,1,0,0,1
243,2016,33915.0,1,17.8,1497,117.3,5.0,8.09,0,0,0,0,0,0,1,0,0,0,0,0,1,1
244,2014,82002.0,1,17.05,1995,184.0,5.0,18.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
245,2017,33000.0,1,24.0,1120,70.0,5.0,4.75,0,0,0,0,0,0,0,0,1,0,1,0,0,1
246,2016,34000.0,1,28.09,1248,88.5,5.0,8.45,0,1,0,0,0,0,0,0,0,0,1,0,0,1
247,2012,55000.0,1,20.5,1598,103.6,5.0,3.5,0,0,0,0,0,0,0,1,0,0,1,0,0,1
248,2006,160538.0,1,13.1,1493,82.0,5.0,1.8,0,0,0,0,0,0,1,0,0,0,1,0,0,1
249,2014,60000.0,2,19.91,1498,103.6,5.0,3.7,0,0,0,0,0,1,0,0,0,0,1,0,0,1
250,2017,49575.0,1,18.7,1199,88.7,5.0,7.17,0,0,1,0,0,0,0,0,0,0,0,0,1,1
251,2010,83000.0,1,19.81,1086,68.05,5.0,1.75,0,0,0,0,0,1,0,0,0,0,0,0,1,1
252,2018,51346.0,1,16.38,1995,183.0,5.0,21.99,0,0,0,0,0,0,1,0,0,0,1,0,0,0
253,2017,43000.0,1,13.68,2393,147.8,7.0,18.65,0,0,0,0,0,0,0,0,0,1,1,0,0,1
254,2011,35000.0,3,19.7,796,35.0,5.0,1.85,0,0,0,0,0,1,0,0,0,0,0,0,1,1
255,2017,27872.0,2,20.4,1197,81.8,5.0,5.95,0,0,1,0,0,0,0,0,0,0,0,0,1,1
256,2014,16514.0,1,18.9,1197,82.0,5.0,3.75,0,0,0,0,0,0,0,0,1,0,0,0,1,1
257,2012,120000.0,1,22.9,1248,74.0,5.0,3.75,0,0,0,0,0,0,0,0,0,1,1,0,0,1
258,2008,143275.0,1,22.0,1582,126.2,5.0,2.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1
260,2010,52000.0,1,17.0,1197,80.0,5.0,2.8,0,0,0,0,0,0,0,0,1,0,0,0,1,1
261,2017,29819.0,1,11.57,2987,254.79,5.0,61.29,0,0,1,0,0,0,0,0,0,0,1,0,0,0
262,2014,57000.0,2,15.8,2148,170.0,5.0,18.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
263,2014,88500.0,1,23.2,1248,73.94,5.0,4.35,0,0,0,0,1,0,0,0,0,0,1,0,0,1
264,2016,28000.0,1,19.67,1582,126.2,5.0,13.75,1,0,0,0,0,0,0,0,0,0,1,0,0,1
265,2010,67000.0,1,19.0,998,66.1,5.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
266,2016,26000.0,1,19.64,1461,108.45,5.0,10.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
267,2010,120000.0,1,17.8,1248,76.0,5.0,1.65,0,0,0,1,0,0,0,0,0,0,1,0,0,1
268,2017,51982.0,1,16.55,2993,258.0,5.0,45.77,0,0,1,0,0,0,0,0,0,0,1,0,0,0
269,2010,36000.0,2,20.36,1197,78.9,5.0,3.25,1,0,0,0,0,0,0,0,0,0,0,0,1,1
270,2016,47000.0,1,12.8,2494,102.0,7.0,12.8,0,0,0,0,0,0,0,0,0,1,1,0,0,1
271,2002,60000.0,3,17.3,993,60.0,5.0,0.55,0,0,0,0,0,0,0,0,1,0,0,0,1,1
272,2018,31025.0,1,28.4,1248,74.0,5.0,7.15,0,0,0,0,1,0,0,0,0,0,1,0,0,1
273,2013,105000.0,2,12.05,2179,120.0,8.0,7.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
274,2017,121900.0,1,22.95,1248,74.0,5.0,3.75,0,0,0,0,0,0,0,0,0,1,1,0,0,1
275,2017,22695.0,1,18.88,999,123.24,5.0,8.5,0,0,0,0,0,0,0,0,1,0,0,0,1,1
276,2012,73000.0,1,23.4,1248,74.0,5.0,4.35,0,0,0,0,0,1,0,0,0,0,1,0,0,1
277,2016,32227.0,1,22.74,796,47.3,5.0,3.26,0,0,0,0,0,0,1,0,0,0,0,0,1,1
278,2011,55000.0,1,17.0,1497,118.0,5.0,4.21,0,0,0,0,0,1,0,0,0,0,0,0,1,1
279,2018,11287.0,1,12.07,2967,241.4,7.0,70.36,0,0,0,0,0,0,1,0,0,0,1,0,0,0
280,2009,48000.0,2,17.0,1896,105.0,5.0,2.95,0,0,0,0,0,0,0,0,1,0,1,0,0,0
281,2012,54308.0,1,17.1,1591,121.3,5.0,4.28,0,0,0,0,0,0,1,0,0,0,0,0,1,1
282,2009,78442.0,1,16.8,1497,118.0,5.0,3.57,0,0,0,0,0,1,0,0,0,0,0,0,1,0
283,2013,46000.0,1,21.9,1396,88.8,5.0,3.11,0,0,0,0,0,0,0,1,0,0,1,0,0,1
284,2014,45051.0,1,15.0,1396,98.6,5.0,5.96,0,0,1,0,0,0,0,0,0,0,0,0,1,0
285,2011,69000.0,1,20.54,1598,103.6,5.0,4.7,0,0,0,0,1,0,0,0,0,0,1,0,0,1
286,2014,49000.0,1,17.4,1497,117.3,5.0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,1,1
287,2018,45000.0,1,22.95,1248,74.0,5.0,5.25,0,0,0,0,0,0,0,0,0,1,1,0,0,1
288,2015,64000.0,1,18.48,1995,177.0,5.0,28.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
289,2009,60000.0,1,18.9,1061,67.0,5.0,1.35,0,0,0,1,0,0,0,0,0,0,0,0,1,1
290,2015,62178.0,1,18.2,1199,88.7,5.0,4.85,0,0,0,1,0,0,0,0,0,0,0,0,1,1
291,2012,58006.0,1,15.0,1896,105.0,5.0,6.7,0,0,1,0,0,0,0,0,0,0,1,0,0,1
292,2010,74000.0,1,20.36,1197,78.9,5.0,3.1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
293,2015,77771.0,1,19.27,2143,170.0,5.0,18.64,0,0,0,0,0,0,1,0,0,0,1,0,0,0
294,2012,45275.0,1,20.36,1197,78.9,5.0,2.8,0,0,0,0,0,0,0,0,0,1,0,0,1,1
295,2016,48000.0,1,13.68,2393,147.8,7.0,20.25,0,1,0,0,0,0,0,0,0,0,1,0,0,1
296,2015,31652.0,1,17.68,1968,174.33,5.0,26.78,0,0,0,0,0,0,1,0,0,0,1,0,0,0
297,2010,109000.0,2,12.99,2494,100.6,7.0,8.26,0,0,0,0,1,0,0,0,0,0,1,0,0,1
298,2015,31978.0,1,16.47,1198,73.9,5.0,3.89,0,0,0,0,0,0,0,0,1,0,0,0,1,1
299,2011,70000.0,1,20.92,998,67.1,5.0,2.1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
300,2017,15000.0,1,18.0,1497,117.3,5.0,12.69,0,0,0,0,0,0,0,0,1,0,0,0,1,0
301,2013,59138.0,1,17.0,1405,70.0,5.0,2.58,0,0,1,0,0,0,0,0,0,0,1,0,0,1
302,2014,61726.0,1,17.68,1968,174.33,5.0,20.77,0,0,0,0,0,0,1,0,0,0,1,0,0,0
303,2015,48000.0,1,17.9,2143,136.0,5.0,20.26,0,0,0,1,0,0,0,0,0,0,1,0,0,0
306,2014,77815.0,1,23.1,998,67.04,5.0,4.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0
307,2017,29000.0,1,17.9,2143,201.15,5.0,57.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
308,2017,44000.0,1,12.7,2179,187.7,5.0,44.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
309,2011,108626.0,1,20.54,1598,103.6,5.0,3.65,0,0,0,0,1,0,0,0,0,0,1,0,0,1
310,2012,71791.0,1,14.0,796,35.0,5.0,2.05,0,0,0,0,1,0,0,0,0,0,0,0,1,1
311,2012,91931.0,1,18.5,1198,86.8,5.0,3.13,0,0,0,0,0,0,1,0,0,0,0,0,1,1
312,2000,158000.0,2,14.07,2956,83.1,7.0,1.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
313,2012,91183.0,1,18.0,1248,75.0,5.0,2.85,0,0,0,0,0,0,0,0,0,1,1,0,0,1
314,2012,65000.0,1,18.9,998,67.1,5.0,2.65,0,0,0,1,0,0,0,0,0,0,0,0,1,1
315,2015,88428.0,1,16.0,2179,140.0,7.0,10.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1
316,2008,138000.0,2,17.1,1396,70.0,5.0,1.25,0,0,0,0,0,0,0,0,0,1,1,0,0,1
317,2018,18000.0,1,16.02,1373,93.7,7.0,8.25,0,0,0,0,0,0,0,0,1,0,0,0,1,1
318,2011,60000.0,1,11.7,2354,177.6,5.0,4.45,0,0,0,0,0,0,0,0,1,0,0,0,1,0
319,2012,48000.0,1,19.3,1248,73.9,5.0,3.7,0,0,0,0,0,0,0,1,0,0,1,0,0,1
320,2009,160000.0,1,17.8,1399,68.0,5.0,2.8,0,0,0,0,1,0,0,0,0,0,1,0,0,1
321,2008,40000.0,1,17.7,1497,78.0,5.0,1.8,0,0,0,0,0,0,0,1,0,0,0,0,1,1
322,2014,51495.0,1,17.68,1968,174.33,5.0,21.95,0,0,0,0,0,0,1,0,0,0,1,0,0,0
323,2011,30000.0,1,9.52,2993,313.0,4.0,49.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
324,2017,97430.0,1,14.75,2967,245.0,7.0,62.67,0,0,1,0,0,0,0,0,0,0,1,0,0,0
325,2008,42496.0,1,26.3,998,67.1,5.0,1.4,0,0,0,0,0,0,0,0,0,1,0,0,0,1
326,2012,83000.0,1,23.0,1396,90.0,5.0,5.5,0,0,0,0,0,0,0,0,0,1,1,0,0,1
327,2009,37000.0,3,16.95,1197,78.9,5.0,2.95,1,0,0,0,0,0,0,0,0,0,0,0,1,0
328,2016,28503.0,1,19.0,1199,88.7,5.0,6.86,0,0,0,0,0,0,1,0,0,0,0,0,1,0
329,2015,76496.0,1,25.2,1248,74.0,5.0,6.15,0,0,0,0,1,0,0,0,0,0,1,0,0,1
330,2011,79152.0,2,18.5,1197,82.85,5.0,3.3,0,0,0,0,0,0,0,0,0,1,0,0,1,1
331,2011,32000.0,1,16.47,1198,73.9,5.0,2.55,0,0,0,0,0,0,0,1,0,0,0,0,1,1
332,2009,35000.0,1,19.7,796,46.3,5.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1
333,2004,105000.0,2,11.3,1794,125.0,5.0,2.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0
334,2006,56000.0,2,19.7,796,46.3,5.0,1.4,0,1,0,0,0,0,0,0,0,0,0,0,1,1
335,2012,73000.0,1,21.12,1248,88.8,5.0,3.4,0,0,0,0,0,0,0,0,0,1,1,0,0,1
336,2012,38000.0,1,19.7,796,46.3,5.0,2.25,0,0,0,0,0,0,0,0,0,1,0,0,1,1
337,2013,775000.0,1,19.3,1968,141.0,5.0,7.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0
338,2008,80000.0,1,11.3,1794,125.0,5.0,2.8,0,0,0,0,0,0,0,1,0,0,0,0,1,0
339,2016,24973.0,1,18.6,1197,81.83,5.0,7.66,0,0,1,0,0,0,0,0,0,0,0,0,1,1
340,2016,45000.0,1,24.3,1248,88.5,5.0,7.15,0,1,0,0,0,0,0,0,0,0,1,0,0,1
341,2010,87430.0,1,17.0,1497,118.0,5.0,3.5,0,0,0,1,0,0,0,0,0,0,0,0,1,1
342,2014,133944.0,2,18.0,1248,75.0,5.0,3.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
343,2013,57000.0,1,25.8,1498,98.6,5.0,3.45,0,0,0,0,0,0,0,1,0,0,1,0,0,1
344,2016,27904.0,1,21.1,814,55.2,5.0,3.55,0,0,1,0,0,0,0,0,0,0,0,0,1,1
345,2015,30717.0,2,21.76,1995,190.0,5.0,25.99,0,0,0,0,0,0,1,0,0,0,1,0,0,0
346,2012,80000.0,1,22.32,1582,126.32,5.0,5.25,1,0,0,0,0,0,0,0,0,0,1,0,0,1
347,2013,47304.0,1,21.02,1248,88.8,5.0,2.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1
348,2005,100000.0,1,14.45,1984,227.0,5.0,2.05,0,0,0,0,0,1,0,0,0,0,0,0,1,0
349,2017,30000.0,1,24.07,998,67.1,5.0,3.75,0,0,0,0,0,0,0,0,0,1,0,0,1,1
350,2014,68000.0,1,22.7,1498,89.84,5.0,6.75,0,0,0,0,0,0,0,0,1,0,1,0,0,1
351,2011,21000.0,2,18.0,995,62.0,5.0,0.95,0,0,0,0,0,0,0,1,0,0,0,0,1,1
352,2017,21000.0,1,19.33,1999,177.0,5.0,52.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
353,2007,119000.0,3,13.1,1997,141.1,5.0,3.91,0,0,0,0,0,1,0,0,0,0,0,0,1,1
354,2019,13747.0,1,14.67,1798,177.46,5.0,27.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0
355,2009,620000.0,1,20.36,1197,78.9,5.0,2.7,0,1,0,0,0,0,0,0,0,0,0,0,1,1
356,2013,70000.0,1,22.9,1248,74.0,5.0,3.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1
357,2016,18000.0,1,18.5,1197,83.14,5.0,6.2,0,0,0,0,0,0,0,0,1,0,0,0,1,0
358,2011,83000.0,1,23.08,1461,63.1,5.0,2.75,0,1,0,0,0,0,0,0,0,0,1,0,0,1
359,2015,130000.0,1,23.4,1248,74.0,5.0,3.25,0,0,0,0,0,0,0,0,1,0,1,0,0,1
360,2012,63400.0,1,17.8,1399,67.0,5.0,3.25,0,0,0,0,0,0,0,0,0,1,1,0,0,1
361,2003,65000.0,1,17.3,993,60.0,5.0,0.65,0,0,0,0,0,0,0,1,0,0,0,0,1,1
362,2017,8350.0,1,13.8,1998,192.0,5.0,35.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
363,2014,45000.0,1,23.59,1364,67.05,5.0,3.25,0,0,0,0,0,0,0,1,0,0,1,0,0,1
364,2018,26200.0,1,24.7,796,47.3,5.0,2.9,0,0,0,0,0,0,0,1,0,0,0,0,1,1
365,2011,11000.0,3,18.9,796,47.0,5.0,2.9,1,0,0,0,0,0,0,0,0,0,0,0,1,1
366,2009,90000.0,2,11.0,2993,235.0,5.0,17.75,1,0,0,0,0,0,0,0,0,0,1,0,0,0
367,2015,74000.0,2,11.07,2496,179.5,5.0,8.25,0,0,0,0,0,0,0,0,1,0,0,0,1,0
368,2015,37081.0,1,18.9,1197,82.0,5.0,5.77,0,0,1,0,0,0,0,0,0,0,0,0,1,0
369,2017,39000.0,1,24.3,1248,88.5,5.0,9.49,0,0,0,0,1,0,0,0,0,0,1,0,0,1
370,2008,99000.0,3,12.07,2967,241.4,7.0,12.95,0,0,0,0,0,0,0,0,1,0,1,0,0,0
371,2015,38000.0,1,17.9,2143,136.0,5.0,20.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
372,2007,72000.0,3,16.1,796,37.0,4.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
373,2015,93000.0,2,20.45,1461,83.8,5.0,7.1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
374,2017,5900.0,1,21.43,1364,87.2,5.0,16.5,0,0,0,0,0,0,0,0,1,0,1,0,0,1
375,2014,25000.0,1,15.8,2148,170.0,5.0,26.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
376,2010,68000.0,2,21.1,1248,73.9,5.0,3.2,0,0,0,0,1,0,0,0,0,0,1,0,0,1
377,2017,35676.0,1,16.0,1497,117.3,7.0,9.48,0,0,0,0,0,0,1,0,0,0,0,0,1,0
378,2015,74310.0,1,24.4,1120,71.0,5.0,4.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
379,2014,59364.0,1,14.21,2143,203.0,5.0,26.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0
380,2014,41380.0,2,14.8,1595,120.7,5.0,11.77,0,0,0,0,0,0,1,0,0,0,0,0,1,0
381,2017,33900.0,1,15.0,2143,204.0,5.0,37.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
382,2016,28000.0,1,17.8,1497,117.3,5.0,8.75,0,0,0,0,0,0,0,0,1,0,0,0,1,1
384,2011,93982.0,1,17.0,1497,118.0,5.0,3.75,0,1,0,0,0,0,0,0,0,0,0,0,1,1
385,2010,95000.0,1,16.2,1599,103.2,5.0,2.5,0,0,0,0,0,0,0,0,0,1,0,0,1,1
386,2017,9000.0,1,13.5,1999,246.74,5.0,34.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0
387,2015,52516.0,1,18.0,1198,86.7,5.0,4.65,0,0,0,1,0,0,0,0,0,0,0,0,1,1
388,2015,20000.0,1,18.86,1598,122.0,4.0,32.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
389,2017,56451.0,1,13.5,2987,282.0,5.0,62.81,0,0,1,0,0,0,0,0,0,0,1,0,0,0
390,2014,37000.0,1,21.1,814,55.2,5.0,3.25,0,1,0,0,0,0,0,0,0,0,0,0,1,1
391,2014,17400.0,1,20.51,998,67.04,5.0,3.1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
392,2011,90207.0,1,21.1,1248,73.9,5.0,3.91,0,0,1,0,0,0,0,0,0,0,1,0,0,1
393,2011,89616.0,1,16.07,1995,181.0,5.0,11.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
394,2014,85000.0,1,13.49,2179,138.03,5.0,3.5,0,0,0,0,0,0,0,0,0,1,1,0,0,1
395,2014,79271.0,1,20.38,1968,143.0,5.0,16.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0
396,2012,56000.0,1,12.7,2179,187.7,5.0,30.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
397,2010,85001.0,2,12.0,2987,224.0,7.0,28.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
398,2018,12000.0,1,13.5,2477,175.56,7.0,28.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
399,2010,125000.0,1,19.7,796,46.3,5.0,0.92,0,0,0,0,0,1,0,0,0,0,0,0,1,1
400,2013,53000.0,1,14.0,1061,64.0,5.0,2.75,0,0,0,0,0,0,0,0,0,1,0,0,1,1
401,2017,34990.0,1,12.7,2179,187.7,5.0,53.83,0,0,1,0,0,0,0,0,0,0,1,0,0,0
402,2011,49768.0,2,17.01,1591,121.3,5.0,4.95,0,0,0,0,0,0,0,0,0,1,0,0,1,1
403,2013,56000.0,1,16.73,2993,218.0,5.0,33.5,0,0,0,0,1,0,0,0,0,0,1,0,0,0
404,2013,75000.0,1,14.74,2993,270.9,5.0,27.95,1,0,0,0,0,0,0,0,0,0,1,0,0,0
405,2010,57000.0,1,13.7,1798,157.75,5.0,7.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0
406,2017,37542.0,1,15.73,1968,174.33,5.0,25.71,0,0,0,0,0,0,1,0,0,0,1,0,0,0
407,2014,95649.0,1,12.7,2179,187.7,5.0,29.67,0,0,1,0,0,0,0,0,0,0,1,0,0,0
408,2013,35299.0,1,14.84,2143,170.0,5.0,19.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
409,2017,28464.0,1,15.4,2179,120.0,7.0,13.05,0,0,0,0,0,0,1,0,0,0,1,0,0,1
410,2015,41000.0,1,21.76,1995,190.0,5.0,25.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0
411,2017,9000.0,1,15.4,1497,117.3,7.0,8.5,0,0,0,0,0,0,0,0,0,1,0,0,1,1
412,2010,92098.0,2,16.0,2400,215.0,5.0,7.25,0,1,0,0,0,0,0,0,0,0,1,0,0,0
413,2005,5834.0,1,13.2,1495,94.0,5.0,0.8,0,0,0,0,0,0,0,0,0,1,0,0,1,1
414,2017,40250.0,1,17.19,1197,81.86,5.0,6.9,0,0,0,0,0,1,0,0,0,0,0,0,1,1
415,2018,22397.0,1,11.5,2996,367.0,5.0,70.99,0,0,1,0,0,0,0,0,0,0,0,0,1,0
416,2015,20800.0,2,21.1,814,55.2,5.0,2.25,0,0,0,0,0,0,0,1,0,0,0,0,1,1
417,2018,40322.0,1,18.9,1197,81.86,5.0,5.5,0,0,0,0,0,0,1,0,0,0,0,0,1,1
418,2013,52576.0,1,13.0,1493,100.0,5.0,4.35,0,0,0,0,0,0,0,0,1,0,0,0,1,1
419,2010,55000.0,1,16.47,1198,73.9,5.0,2.25,0,0,0,0,0,0,0,1,0,0,0,0,1,1
420,2016,47000.0,1,15.26,1798,187.74,5.0,24.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0
422,2017,23163.0,1,15.29,1591,121.3,5.0,12.03,0,0,1,0,0,0,0,0,0,0,0,0,1,1
423,2011,50000.0,2,11.74,1796,186.0,5.0,8.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0
424,2014,11900.0,1,16.82,1998,189.08,4.0,28.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0
426,2013,37000.0,1,23.59,1364,67.04,5.0,5.75,1,0,0,0,0,0,0,0,0,0,1,0,0,1
427,2014,30000.0,2,19.4,1198,86.8,5.0,3.2,0,0,0,1,0,0,0,0,0,0,0,0,1,1
428,2018,12831.0,1,21.4,1197,83.1,5.0,9.89,0,0,1,0,0,0,0,0,0,0,0,0,1,0
429,2012,143017.0,1,20.0,1968,138.1,5.0,6.58,0,0,1,0,0,0,0,0,0,0,1,0,0,0
430,2018,13102.0,1,21.1,814,55.2,5.0,4.06,0,0,0,0,0,0,1,0,0,0,0,0,1,1
431,2019,24950.0,1,20.37,1461,108.45,5.0,13.37,0,0,1,0,0,0,0,0,0,0,1,0,0,1
432,2011,57832.0,1,16.2,2993,258.0,5.0,25.82,0,0,1,0,0,0,0,0,0,0,1,0,0,0
433,2016,34267.0,1,22.74,796,47.3,5.0,3.74,0,0,0,0,0,0,1,0,0,0,0,0,1,1
434,2015,33000.0,2,16.8,1984,150.0,5.0,22.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
435,2007,55100.0,1,18.9,998,67.1,5.0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,1,1
436,2008,40000.0,1,17.7,1497,78.0,5.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
437,2017,31841.0,1,15.1,1196,73.0,5.0,4.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1
438,2014,15000.0,1,13.7,1399,98.79,8.0,3.75,0,0,0,0,0,0,0,1,0,0,0,0,1,1
439,2016,82756.0,1,15.96,2523,62.1,7.0,7.7,0,0,1,0,0,0,0,0,0,0,1,0,0,1
441,2014,20600.0,1,21.1,814,55.2,5.0,2.6,0,0,0,0,1,0,0,0,0,0,0,0,1,1
442,2017,29952.0,1,13.0,1591,121.3,5.0,13.77,0,0,1,0,0,0,0,0,0,0,0,0,1,0
443,2017,15000.0,2,16.09,1598,103.5,5.0,7.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
444,2008,61938.0,2,12.9,1799,130.0,5.0,2.65,0,0,0,0,0,0,0,0,0,1,0,0,1,0
445,2014,67000.0,1,22.3,1248,74.0,5.0,2.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
446,2013,61672.0,1,16.0,2179,140.0,7.0,7.53,0,0,0,0,0,0,1,0,0,0,1,0,0,1
447,2017,26185.0,1,18.6,1197,81.83,5.0,7.98,0,0,1,0,0,0,0,0,0,0,0,0,1,1
448,2014,38000.0,2,14.16,1968,174.3,5.0,39.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
449,2011,67000.0,2,18.5,1197,85.8,5.0,2.25,0,1,0,0,0,0,0,0,0,0,0,0,1,1
450,2010,66000.0,2,13.17,1999,114.0,5.0,3.85,0,1,0,0,0,0,0,0,0,0,0,0,1,1
451,2015,80883.0,1,12.8,2494,102.0,7.0,13.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
452,2016,80219.0,1,27.62,793,47.0,5.0,3.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
453,2018,12923.0,1,25.1,1248,88.5,5.0,8.92,0,0,0,1,0,0,0,0,0,0,1,0,0,1
454,2016,86642.0,1,15.17,1968,181.0,5.0,20.37,0,0,1,0,0,0,0,0,0,0,1,0,0,0
455,2016,19235.0,1,21.76,1995,190.0,5.0,36.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0
456,2016,51002.0,1,11.33,4134,335.2,7.0,48.91,0,0,1,0,0,0,0,0,0,0,1,0,0,0
457,2016,6800.0,1,18.6,1197,81.83,5.0,7.2,0,0,0,0,0,0,0,0,0,1,0,0,1,1
458,2012,82749.0,1,19.01,1461,108.45,5.0,5.99,0,0,0,0,1,0,0,0,0,0,1,0,0,1
459,2016,51000.0,1,24.4,1120,71.0,5.0,5.25,0,0,0,0,0,0,0,0,0,1,1,0,0,1
460,2014,31465.0,1,22.7,1498,89.84,5.0,6.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1
461,2013,76476.0,1,16.47,1198,73.9,5.0,4.4,0,0,0,0,1,0,0,0,0,0,0,0,1,1
462,2017,14000.0,1,24.0,1120,70.0,5.0,4.6,0,0,0,0,0,0,0,1,0,0,1,0,0,1
463,2013,47000.0,1,21.12,1248,88.8,5.0,2.95,0,0,0,0,0,0,0,0,0,0,1,0,0,1
464,2011,48466.0,1,17.0,1497,118.0,5.0,3.26,0,0,0,0,0,0,0,1,0,0,0,0,1,1
465,2008,46000.0,2,17.92,1086,62.1,5.0,2.22,1,0,0,0,0,0,0,0,0,0,0,0,1,1
466,2012,162663.0,1,12.99,2494,100.0,7.0,10.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
467,2017,25142.0,1,28.09,1248,88.5,5.0,8.26,0,0,1,0,0,0,0,0,0,0,1,0,0,1
468,2013,69000.0,1,12.55,2982,169.0,7.0,14.45,0,0,0,1,0,0,0,0,0,0,1,0,0,1
470,2018,26405.0,1,12.6,1950,191.34,5.0,51.43,0,0,0,0,0,0,1,0,0,0,0,0,1,0
471,2014,45000.0,1,15.8,2148,170.0,5.0,23.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
472,2012,64284.0,1,17.72,1968,108.49,5.0,5.5,0,0,0,0,0,0,0,1,0,0,1,0,0,1
473,2015,27000.0,1,18.9,1197,82.0,5.0,4.5,0,0,0,1,0,0,0,0,0,0,0,0,1,1
474,2018,3678.0,1,18.16,1196,86.8,5.0,6.8,0,0,0,0,1,0,0,0,0,0,0,0,1,1
475,2013,21000.0,1,16.8,1395,138.02,5.0,8.75,0,0,0,0,0,0,0,0,1,0,0,0,1,1
476,2015,67000.0,2,19.87,1461,83.8,5.0,7.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
477,2015,24000.0,2,15.68,1999,177.0,5.0,33.5,0,0,0,1,0,0,0,0,0,0,1,0,0,0
478,2011,75000.0,2,20.0,1399,68.0,5.0,2.25,0,1,0,0,0,0,0,0,0,0,1,0,0,1
479,2008,179000.0,2,12.8,2953,156.0,7.0,4.24,0,0,0,0,1,0,0,0,0,0,1,0,0,0
